Gender,Location,Age.Band,Age,Completion.Time,Part.A.Score,Part.B.Score,Part.C.Score
F,B,O,91,14,71,56,47
F,E,Y,33,54,13,50,96
F,A,Y,37,43,8,58,88
M,C,U,5,32,81,38,11
F,A,M,62,16,8,69,21
M,E,M,55,113,3,68,47
M,D,Y,34,35,12,50,40
F,B,Y,27,57,22,56,81
M,D,U,12,44,58,54,18
M,B,Y,22,24,32,51,38
M,D,U,14,47,52,48,23
F,B,Y,16,69,47,57,85
M,E,Y,32,54,14,64,37
F,E,M,44,48,3,77,93
M,C,M,51,47,2,73,50
F,A,Y,35,23,10,43,58
F,C,U,13,34,55,71,43
M,D,O,85,45,52,46,87
M,B,Y,38,51,7,42,39
F,B,M,59,46,6,69,58
M,A,Y,16,65,47,51,42
M,E,U,14,63,52,41,19
M,B,M,62,30,8,68,47
M,C,O,88,59,61,56,83
M,B,U,11,40,61,47,16
F,B,Y,20,50,37,52,86
F,E,O,95,22,85,62,28
F,B,U,10,27,64,55,37
F,A,Y,22,19,32,51,67
M,B,U,9,58,68,51,20
M,D,U,6,27,78,50,11
M,A,M,47,54,2,71,58
M,B,U,12,22,58,50,14
F,A,O,94,32,81,43,77
M,A,U,13,50,55,53,26
M,A,M,54,21,3,65,49
M,D,M,47,44,2,73,51
M,D,O,68,26,16,50,92
F,A,Y,19,29,39,51,21
F,A,O,80,34,39,65,44
M,E,O,85,28,52,58,79
F,B,O,88,13,61,51,74
F,C,O,89,60,64,54,57
F,C,U,9,33,68,56,51
M,D,Y,34,34,12,41,45
F,A,O,75,69,28,45,55
M,D,Y,21,39,34,60,44
M,C,Y,18,36,42,40,36
F,E,Y,26,57,24,58,81
F,C,U,6,32,78,50,65
F,D,O,71,49,20,44,25
F,D,Y,18,34,42,41,35
M,D,M,60,44,6,69,57
F,D,O,78,35,34,54,79
M,A,U,6,43,78,62,29
M,A,U,11,18,61,49,15
F,C,M,61,50,7,71,82
F,B,U,6,45,78,42,42
M,B,M,56,52,4,70,56
F,B,O,91,16,71,60,24
M,B,Y,22,115,32,58,39
F,A,Y,24,37,28,41,38
F,C,U,10,33,64,45,27
M,B,Y,30,36,17,56,37
F,D,M,48,38,2,75,55
F,C,U,7,32,74,53,39
M,A,M,42,60,4,73,50
M,D,U,6,25,78,54,29
F,B,Y,18,56,42,50,98
M,E,M,41,50,5,70,49
M,A,M,63,56,9,71,48
M,A,U,7,30,74,37,13
F,C,U,10,33,64,55,32
F,E,Y,19,60,39,51,21
F,B,M,48,58,2,72,39
M,A,U,8,55,71,54,17
F,C,Y,21,37,34,50,99
M,E,U,7,66,74,51,20
M,E,M,64,116,10,63,51
F,A,Y,38,51,7,57,79
M,A,O,77,60,32,52,67
F,E,U,12,64,58,45,36
M,E,O,85,28,52,41,84
F,B,U,8,20,71,54,37
M,D,O,68,25,16,38,86
M,A,U,6,42,78,50,20
F,E,O,95,22,85,53,57
F,B,M,40,31,6,76,22
M,D,U,7,114,74,44,26
M,B,M,56,21,4,72,55
F,A,M,52,29,2,73,59
F,B,Y,28,67,20,47,58
F,D,O,86,42,55,41,93
F,A,M,64,16,10,70,76
F,B,Y,17,52,44,35,91
F,E,U,11,64,61,46,33
M,B,M,46,35,2,73,56
F,E,O,72,34,22,44,73
M,D,U,7,32,74,55,19
F,E,U,7,66,74,44,76
F,D,U,5,49,81,45,95
M,B,M,60,47,6,74,49
M,C,M,48,46,2,69,50
M,A,M,63,49,9,64,60
M,E,M,41,50,5,61,47
F,E,Y,18,61,42,52,74
F,A,U,11,34,61,51,65
M,C,U,11,34,61,54,22
M,B,M,58,52,5,67,54
F,A,O,82,44,44,50,57
M,D,O,73,37,24,32,66
M,B,Y,27,38,22,62,44
M,E,M,58,41,5,67,50
M,B,Y,29,31,19,61,41
M,B,M,42,47,4,71,48
F,B,M,49,28,2,66,100
M,D,O,81,41,42,41,85
F,D,Y,18,45,42,71,23
F,C,O,86,59,55,46,90
F,D,Y,39,37,6,57,62
F,A,Y,25,19,26,57,60
M,B,O,78,25,34,58,77
M,D,U,12,27,58,49,17
M,C,O,74,55,26,45,66
F,E,O,79,113,37,54,28
M,A,U,9,19,68,55,27
F,B,O,68,18,16,46,29
F,B,Y,29,52,19,39,97
F,E,U,14,63,52,45,78
F,E,M,40,50,6,68,83
F,C,O,68,53,16,52,61
F,B,O,89,13,64,48,99
M,C,M,43,44,4,74,51
M,D,M,60,45,6,69,56
M,C,M,46,45,2,71,55
M,C,U,14,35,52,44,15
M,C,M,50,47,2,64,56
M,A,U,13,46,55,46,29
F,E,O,69,36,17,51,81
F,A,O,75,32,28,41,59
F,B,U,10,38,64,50,86
F,D,M,41,41,5,68,75
M,E,M,60,40,6,70,57
M,E,O,80,30,39,47,74
M,D,O,65,38,12,55,94
M,B,O,67,25,14,45,90
F,E,U,8,66,71,59,60
M,E,U,10,65,64,46,18
M,D,O,94,31,81,50,95
M,B,O,93,52,78,66,67
M,D,O,83,42,47,57,89
F,D,U,9,25,68,47,63
F,B,O,71,13,20,38,53
M,D,U,7,34,74,60,19
M,E,M,57,42,4,69,59
M,D,O,84,37,50,52,94
F,A,Y,25,65,26,62,31
M,A,Y,35,21,10,56,44
M,B,O,69,59,17,42,86
M,C,M,51,47,2,76,56
M,C,Y,27,39,22,51,37
M,C,O,86,59,55,55,93
M,C,U,10,33,64,65,15
F,C,O,92,61,74,56,58
M,B,U,12,36,58,49,30
F,A,Y,20,60,37,53,32
F,E,M,40,50,6,69,52
M,B,Y,29,38,19,62,35
F,A,O,71,45,20,54,48
F,D,U,8,39,71,38,57
F,D,M,49,46,2,71,96
F,C,Y,26,39,24,37,73
F,D,O,67,32,14,62,48
M,B,O,82,47,44,50,74
F,C,Y,27,39,22,54,77
F,E,U,7,66,74,49,66
F,A,Y,19,54,39,54,57
F,A,Y,31,37,16,60,98
M,D,U,12,37,58,57,18
M,D,Y,39,45,6,46,37
F,D,O,75,34,28,45,69
M,C,Y,34,41,12,54,36
F,E,O,71,34,20,46,78
F,E,Y,18,61,42,35,47
M,C,M,44,45,3,65,53
F,A,M,58,39,5,63,33
F,A,U,7,26,74,59,42
M,A,O,83,52,47,55,73
M,D,M,60,35,6,71,57
F,A,O,72,47,22,58,70
M,B,M,59,37,6,66,49
M,E,Y,26,57,24,65,38
F,B,O,73,18,24,56,25
F,E,M,59,40,6,76,94
M,C,U,5,32,81,57,22
M,D,M,50,50,2,70,54
M,E,Y,35,52,10,60,43
F,B,O,75,13,28,51,82
M,A,O,92,28,74,41,82
M,A,M,42,68,4,74,58
F,A,O,72,68,22,42,52
F,E,Y,29,56,19,53,78
F,D,O,94,39,81,47,31
M,A,O,89,24,64,46,79
M,A,U,13,48,55,52,23
M,C,Y,38,43,7,43,45
F,C,M,47,46,2,71,87
M,B,Y,28,29,20,43,35
F,E,Y,24,58,28,47,68
F,B,O,78,19,34,51,73
M,D,Y,39,49,6,47,43
M,B,U,13,28,55,49,21
M,C,Y,17,36,44,57,35
M,B,Y,35,23,10,46,45
F,B,Y,20,56,37,46,97
M,E,M,43,48,4,69,55
M,D,O,70,27,19,39,92
F,A,U,8,18,71,52,48
F,C,Y,38,43,7,51,81
M,E,M,52,44,2,76,57
F,A,O,92,25,74,39,54
F,C,U,9,33,68,37,85
M,A,M,62,17,8,69,55
M,D,Y,24,37,28,49,43
M,C,Y,26,39,24,55,37
F,A,U,6,34,78,46,51
F,E,Y,24,58,28,61,48
M,D,U,5,34,81,50,26
F,E,Y,30,55,17,48,89
F,B,Y,32,63,14,39,47
F,A,U,11,42,61,54,84
F,E,O,92,24,74,47,83
F,C,O,68,53,16,41,44
M,B,O,88,22,61,56,75
M,A,U,6,36,78,57,13
F,A,Y,36,48,9,51,68
M,C,M,55,48,3,63,46
F,D,U,10,45,64,40,65
F,D,M,45,37,3,70,30
M,E,U,13,64,55,46,14
M,A,O,69,24,17,55,72
F,E,O,65,38,12,52,91
M,D,O,76,47,30,63,84
M,B,Y,30,42,17,44,38
F,E,O,90,25,68,53,51
F,A,M,40,26,6,73,45
F,A,O,77,65,32,60,66
F,B,Y,39,53,6,46,23
M,A,U,10,24,64,50,11
M,C,U,13,34,55,51,20
M,B,U,6,47,78,46,16
F,C,U,11,34,61,46,37
F,E,Y,23,58,30,47,66
M,D,O,91,40,71,50,88
F,A,Y,17,25,44,47,66
F,B,Y,38,58,7,40,54
F,B,Y,24,65,28,46,61
F,D,M,57,45,4,72,95
M,C,O,89,60,64,55,66
F,D,M,47,47,2,69,79
M,B,M,59,36,6,74,60
F,C,U,9,33,68,55,89
M,B,O,78,22,34,53,67
M,B,Y,38,111,7,43,38
F,C,M,46,45,2,66,36
F,D,U,13,34,55,53,52
M,D,Y,32,43,14,47,37
F,C,M,57,49,4,73,43
M,E,O,93,24,78,32,88
M,A,Y,18,51,42,45,41
F,E,Y,29,56,19,60,69
F,C,M,56,49,4,70,62
F,A,M,44,33,3,67,78
M,A,U,10,64,64,48,20
F,A,O,74,65,26,53,84
M,A,O,93,44,78,55,87
F,D,M,62,43,8,68,57
M,D,M,60,38,6,69,51
M,D,O,93,30,78,48,79
M,A,U,13,26,55,46,20
M,C,Y,24,38,28,56,36
F,D,O,70,40,19,55,24
M,C,O,81,57,42,52,78
F,D,U,7,30,74,52,62
F,B,Y,16,62,47,55,45
M,C,O,93,61,78,54,92
M,D,M,50,46,2,67,59
M,E,O,85,28,52,31,75
F,B,M,64,35,10,60,78
F,A,O,84,47,50,39,47
F,B,O,65,11,12,38,58
F,D,M,61,48,7,70,73
M,E,O,69,36,17,43,95
F,B,O,86,17,55,47,46
M,D,Y,35,27,10,48,39
F,E,U,6,67,78,44,61
F,A,Y,26,30,24,49,69
F,A,M,49,29,2,74,45
F,E,M,57,42,4,64,58
F,C,O,73,54,24,45,81
F,D,U,9,46,68,37,67
M,E,O,69,36,17,47,70
F,D,Y,37,40,8,67,20
F,E,Y,38,51,7,58,39
F,D,O,78,39,34,51,29
M,E,U,12,64,58,54,18
F,E,M,54,43,3,64,60
M,C,Y,38,43,7,37,45
M,D,M,43,27,4,72,48
M,D,Y,33,47,13,37,39
F,A,M,55,19,3,71,74
F,C,Y,26,39,24,63,30
M,A,U,6,28,78,60,22
M,A,M,58,50,5,74,54
M,A,U,10,47,64,46,19
M,A,M,40,26,6,80,50
F,B,M,46,115,2,68,35
F,B,M,56,22,4,71,82
M,E,O,95,22,85,44,70
M,B,M,61,58,7,72,57
F,A,Y,17,60,44,52,54
F,D,U,13,30,55,43,39
F,D,Y,38,29,7,54,32
F,A,U,5,60,81,55,30
M,E,M,62,39,8,68,49
M,B,O,76,29,30,42,74
F,E,Y,26,57,24,63,28
F,C,Y,24,38,28,42,86
F,A,M,49,32,2,78,70
F,D,U,15,42,50,61,99
M,A,U,8,64,71,55,24
F,D,U,8,45,71,47,80
M,E,M,55,42,3,72,58
F,D,M,47,44,2,74,43
M,B,U,9,29,68,47,28
M,E,Y,18,61,42,60,35
F,C,Y,21,37,34,51,81
M,C,M,44,45,3,72,59
F,D,M,55,36,3,73,94
M,D,M,47,117,2,67,46
M,B,O,67,20,14,36,91
M,B,O,69,52,17,37,79
M,E,Y,30,55,17,56,43
F,E,U,5,68,81,50,90
M,A,O,88,43,61,49,84
M,E,U,15,117,50,50,28
M,A,U,13,118,55,56,13
F,C,M,52,47,2,66,31
M,C,Y,33,41,13,56,43
F,A,U,5,35,81,40,88
M,E,Y,26,57,24,60,40
F,B,Y,22,54,32,37,77
F,D,M,60,38,6,66,59
F,A,O,71,48,20,44,21
F,B,U,7,60,74,51,50
M,B,M,49,42,2,70,48
M,E,Y,25,58,26,51,37
F,B,Y,21,54,34,57,38
F,D,O,89,41,64,54,89
F,C,O,78,56,34,54,27
M,C,U,10,33,64,50,13
F,A,O,67,64,14,46,59
F,B,Y,30,52,17,53,71
F,A,O,86,54,55,43,83
F,B,M,47,54,2,68,82
M,E,M,57,42,4,70,53
M,B,O,95,37,85,59,81
F,A,U,13,68,55,51,57
M,C,M,49,46,2,78,57
M,D,U,6,27,78,50,25
F,E,Y,30,55,17,44,77
M,B,Y,36,46,9,51,45
M,E,Y,24,58,28,54,40
F,C,M,44,45,3,68,72
M,D,O,86,40,55,56,80
M,C,M,49,46,2,67,51
F,A,Y,16,114,47,53,96
F,C,M,56,49,4,71,53
M,B,Y,37,36,8,65,36
M,A,U,15,54,50,56,24
M,C,Y,37,42,8,52,42
M,B,O,81,37,42,50,77
M,D,Y,24,27,28,38,44
M,C,U,12,34,58,48,19
F,D,Y,30,29,17,59,21
F,B,M,53,43,2,69,68
M,E,O,87,26,58,34,78
F,A,M,41,27,5,67,92
M,C,M,43,44,4,67,51
F,E,U,13,64,55,44,51
M,A,Y,21,20,34,56,44
F,A,Y,30,18,17,56,34
M,D,O,73,33,24,53,80
F,C,O,65,52,12,46,53
M,D,O,66,43,13,44,71
M,A,O,87,23,58,50,72
F,C,O,92,61,74,49,29
F,E,Y,22,59,32,62,53
M,E,U,9,66,68,55,25
M,A,U,7,60,74,54,19
F,B,M,48,35,2,70,38
F,B,Y,26,66,24,49,69
M,C,O,67,52,14,54,86
F,C,M,42,44,4,72,69
M,B,M,61,41,7,66,50
M,C,Y,19,36,39,44,41
M,C,M,47,46,2,69,59
F,E,U,10,65,64,47,25
M,E,Y,20,60,37,55,44
M,C,U,10,33,64,49,23
F,B,U,6,42,78,47,50
F,E,O,92,24,74,50,48
F,E,U,15,62,50,39,47
M,B,Y,22,53,32,46,37
M,B,U,7,37,74,47,22
F,B,U,9,46,68,51,59
M,C,M,61,111,7,71,46
M,E,Y,39,50,6,44,38
M,B,U,6,53,78,49,18
M,D,Y,22,30,32,48,37
M,C,Y,28,39,20,44,40
F,B,O,74,14,26,60,72
F,C,Y,30,40,17,51,86
F,D,U,9,44,68,56,22
F,D,Y,28,29,20,55,100
F,D,M,57,32,4,70,64
M,D,O,95,26,85,56,93
F,D,Y,27,33,22,52,73
F,B,Y,20,55,37,56,86
F,B,O,68,16,16,46,85
M,E,O,92,24,74,49,93
F,E,M,43,48,4,72,57
F,E,U,11,64,61,47,35
F,B,M,42,58,4,73,93
F,B,O,79,19,37,48,40
F,C,Y,21,37,34,62,43
M,A,U,8,34,71,55,13
M,A,O,76,57,30,49,74
F,B,Y,24,68,28,56,50
M,B,O,81,59,42,33,91
M,B,O,75,23,28,44,87
M,A,U,14,53,52,59,11
F,E,U,12,64,58,44,92
F,B,U,8,21,71,46,32
F,E,U,14,63,52,53,82
M,E,U,11,64,61,53,16
F,E,O,75,32,28,43,79
M,A,M,61,26,7,69,59
F,E,O,74,33,9,63,32
M,C,M,63,51,9,72,53
M,A,U,5,69,81,47,27
F,E,M,52,44,2,75,93
M,E,Y,28,113,20,53,39
F,B,O,75,16,28,48,40
M,D,M,40,40,6,68,54
M,A,M,50,67,2,64,49
M,E,U,13,64,55,44,26
F,B,M,56,59,4,67,78
F,C,M,45,45,3,78,56
M,D,M,42,49,4,63,52
M,A,U,15,23,50,57,29
F,D,Y,31,45,16,57,83
M,E,Y,18,61,42,48,39
M,A,U,8,23,71,54,18
F,A,Y,30,29,17,61,71
M,E,O,92,24,74,68,69
M,B,M,50,34,2,68,54
F,D,O,89,28,64,60,87
M,E,Y,37,52,8,40,39
M,B,Y,25,55,26,59,45
F,B,Y,22,65,32,56,73
F,E,U,12,64,58,48,61
M,C,Y,16,35,47,39,35
M,A,Y,28,52,20,53,42
F,E,O,79,30,37,51,95
F,C,O,95,62,85,44,64
F,B,O,85,14,52,38,78
M,C,U,14,35,52,47,19
F,D,Y,35,35,10,43,48
M,B,Y,31,56,16,50,44
F,D,M,45,36,3,71,69
F,A,Y,24,24,28,43,65
F,E,Y,35,52,10,51,39
M,B,U,10,28,64,56,30
F,E,Y,22,59,32,40,55
F,C,O,83,58,47,52,57
F,E,O,66,37,13,55,60
M,D,M,56,28,4,64,50
M,D,Y,22,30,32,64,42
M,A,U,12,41,58,48,30
M,C,O,89,60,64,43,93
M,E,Y,33,54,13,49,41
F,E,Y,37,52,8,50,82
M,C,Y,32,41,14,44,39
F,D,O,89,43,64,54,45
M,A,M,47,60,2,67,55
M,D,Y,32,31,14,37,40
M,C,U,14,35,52,44,14
M,E,O,81,30,42,57,84
M,B,M,49,50,2,75,55
M,E,Y,18,61,42,52,36
F,A,U,14,17,52,51,84
F,D,U,13,36,55,45,79
F,C,Y,35,42,10,41,47
M,E,O,93,24,78,51,70
F,D,U,13,46,55,51,56
F,A,U,12,66,58,56,36
M,A,M,60,49,6,75,49
M,A,O,68,35,16,39,82
F,B,O,80,13,39,47,37
M,E,Y,28,56,20,36,42
M,E,M,64,38,10,75,54
M,E,U,10,65,64,42,26
M,C,U,9,33,68,45,18
F,E,U,14,63,52,58,74
M,C,M,61,50,7,71,56
M,A,Y,39,56,6,44,39
M,C,O,73,54,24,56,88
F,E,U,11,64,61,51,51
F,D,Y,35,39,10,54,52
F,A,M,43,36,4,63,64
F,D,O,86,45,55,68,96
M,C,O,88,59,61,48,72
M,E,M,63,38,9,76,55
M,E,U,8,66,71,52,26
M,B,Y,28,55,20,36,44
M,A,U,9,63,68,37,16
F,E,O,90,25,68,45,73
M,B,Y,35,43,10,50,35
F,A,Y,37,26,8,44,51
F,C,M,49,46,2,70,39
M,C,O,82,57,44,41,75
M,E,U,8,66,71,45,27
F,C,Y,16,35,47,65,89
M,E,Y,17,62,44,46,44
M,E,O,73,34,24,53,78
M,C,M,61,118,7,75,50
F,E,M,60,40,6,65,94
F,C,M,57,49,4,69,96
F,E,Y,27,56,22,49,54
F,D,U,10,33,64,53,56
F,B,M,41,44,5,70,61
F,D,M,43,36,4,63,40
M,A,O,79,57,37,49,93
M,D,O,65,32,12,47,95
F,B,U,15,56,50,57,80
M,E,M,42,119,4,74,58
F,D,Y,24,33,28,50,22
F,B,M,64,53,10,77,74
F,C,Y,36,42,9,54,35
F,A,M,54,51,3,57,55
M,E,U,7,66,74,49,20
F,A,M,43,26,4,72,71
M,E,M,51,44,2,67,51
F,C,U,9,33,68,49,91
F,B,M,61,49,7,71,37
M,B,U,12,59,58,45,23
M,A,M,46,56,2,69,50
M,B,Y,18,49,42,56,44
M,C,U,13,34,55,57,21
M,B,Y,30,44,17,46,38
F,A,M,41,63,5,76,78
M,D,U,13,36,55,48,30
M,B,U,12,32,58,52,29
M,C,O,70,53,19,54,90
M,A,Y,19,37,39,61,40
F,E,U,5,68,81,49,36
F,B,U,5,42,81,49,39
F,D,U,6,29,78,49,50
M,A,Y,17,24,44,46,43
M,E,M,53,44,2,66,48
F,C,U,11,34,61,47,74
M,A,O,93,64,78,52,71
F,C,U,11,34,61,66,39
M,C,O,77,56,32,61,90
M,A,M,53,57,2,67,50
F,C,M,52,47,2,69,68
F,A,M,47,67,2,78,26
M,C,O,81,57,42,50,85
M,B,Y,22,21,32,47,43
M,D,Y,30,30,17,44,42
M,A,O,91,65,71,58,89
F,E,U,12,114,58,46,73
M,E,M,57,42,4,70,48
M,C,O,95,62,85,47,70
M,D,U,6,40,78,54,21
F,E,M,52,44,2,77,39
F,A,U,10,30,64,45,71
M,B,M,62,31,8,69,52
M,B,Y,20,53,37,40,37
F,C,O,76,55,30,48,97
M,D,M,44,47,3,71,46
M,C,M,57,49,4,70,47
F,A,O,70,55,19,50,61
F,D,U,12,32,58,54,42
M,C,M,56,49,4,68,46
M,B,Y,32,28,14,54,44
F,A,Y,36,16,9,51,40
M,C,Y,20,37,37,45,37
M,D,Y,22,27,32,62,43
F,B,M,44,37,3,72,58
M,A,Y,37,45,8,48,44
M,C,M,43,44,4,70,53
F,C,O,73,54,24,53,97
F,D,Y,17,30,44,66,40
F,E,M,57,42,4,64,74
F,A,U,10,47,64,52,57
F,D,O,91,36,71,53,23
M,B,M,61,24,7,75,59
F,E,O,77,32,32,53,94
F,D,M,60,41,6,74,40
F,D,Y,32,47,14,46,54
M,E,Y,39,50,6,50,45
F,D,M,47,41,2,74,53
M,C,M,58,49,5,67,55
M,E,O,91,24,71,59,86
F,A,O,89,16,64,51,50
M,B,Y,19,112,39,43,40
M,D,M,43,42,4,70,54
M,D,M,49,26,2,71,46
F,D,Y,21,46,34,48,36
M,B,O,84,48,50,53,74
F,C,U,9,33,68,42,52
F,E,O,77,32,32,53,63
F,A,M,63,45,9,73,55
M,B,U,7,29,74,42,21
M,E,M,40,50,6,75,54
F,D,O,77,26,32,66,69
F,A,O,93,37,78,60,74
M,D,O,85,38,52,62,73
F,E,M,63,38,9,75,80
M,D,O,70,31,19,50,94
F,E,M,47,46,2,71,33
F,D,Y,21,27,34,45,67
F,D,Y,25,31,26,62,96
M,D,Y,35,48,10,52,36
F,A,O,85,36,52,46,49
M,E,U,8,66,71,43,13
F,C,U,6,32,78,40,37
M,C,O,93,61,78,49,79
F,A,O,68,56,16,56,94
M,D,O,90,42,68,42,75
M,E,U,11,64,61,51,25
M,D,M,41,49,5,74,54
M,A,O,79,40,37,47,74
M,C,O,88,59,61,47,77
F,C,Y,19,36,39,46,82
F,C,M,40,43,6,64,20
F,A,Y,22,35,32,51,55
F,C,O,83,58,47,51,98
F,B,O,71,12,20,58,51
F,E,Y,29,56,19,45,27
M,B,M,42,35,4,72,51
F,D,M,56,44,4,82,69
M,A,Y,19,66,39,54,41
M,D,Y,22,31,32,48,37
M,E,O,71,34,20,49,90
F,C,M,52,47,2,73,70
M,A,Y,18,62,42,63,44
F,E,O,74,33,26,50,37
F,B,Y,34,52,12,54,86
F,A,M,58,62,5,72,29
M,C,Y,30,40,17,38,36
M,E,M,47,46,2,69,55
M,E,Y,39,50,6,41,42
M,B,O,78,34,34,43,66
M,B,M,58,41,5,67,55
M,B,Y,19,54,39,48,44
M,A,Y,31,18,16,54,41
M,E,Y,26,57,24,73,39
M,C,U,10,33,64,50,10
F,A,U,13,31,55,54,55
M,C,Y,29,40,19,53,36
F,C,U,12,34,58,57,79
F,E,U,12,64,58,61,35
M,B,U,13,37,55,50,15
F,B,M,49,51,2,74,57
M,C,O,86,59,55,51,89
F,C,U,14,35,52,52,89
M,B,Y,35,35,10,63,39
F,E,U,13,64,55,47,87
M,A,Y,30,18,17,56,39
M,D,O,76,37,30,35,85
F,E,O,77,32,32,58,81
F,E,M,59,40,6,66,68
F,B,Y,20,61,37,62,93
M,B,Y,36,31,9,49,39
F,C,M,51,47,2,68,88
M,D,Y,22,40,32,54,35
F,E,Y,27,56,22,38,28
F,E,O,68,36,16,58,76
F,A,Y,24,19,28,50,66
F,B,Y,32,51,14,42,53
F,C,U,13,34,55,62,44
M,B,U,11,23,61,46,14
F,D,M,58,47,5,79,24
M,D,Y,16,44,47,45,41
F,C,M,51,47,2,70,57
M,C,O,68,53,16,56,69
F,C,M,54,48,3,63,60
F,B,U,10,23,64,48,99
M,C,Y,30,40,17,54,43
F,E,O,93,24,78,44,45
F,A,U,13,43,55,49,34
M,C,M,56,49,4,70,48
F,E,O,75,32,28,53,24
F,C,M,47,46,2,64,99
M,B,U,5,57,81,50,28
M,B,U,8,20,71,44,19
M,B,Y,23,43,30,50,45
M,D,M,44,37,3,64,48
F,D,O,79,48,37,52,27
M,D,M,49,48,2,67,47
M,A,U,13,46,55,39,13
M,B,U,6,37,78,52,25
F,C,U,5,32,81,45,65
F,B,U,7,27,74,51,79
M,D,O,79,28,37,43,65
M,A,Y,26,115,24,58,35
M,E,Y,19,60,39,66,36
F,D,U,14,44,52,49,62
F,D,O,83,39,47,48,73
F,B,M,60,116,6,65,70
M,E,U,11,64,61,45,26
M,B,Y,35,24,10,55,37
F,C,M,62,51,8,70,62
F,E,M,60,40,6,66,34
M,A,Y,32,36,14,41,44
F,B,O,81,13,42,30,97
F,A,Y,35,21,10,53,86
M,A,O,83,53,47,45,76
M,C,M,60,50,6,78,49
M,E,Y,22,59,32,56,40
M,E,O,66,37,13,58,94
F,A,U,10,61,64,51,27
M,B,U,7,37,74,56,11
M,C,Y,26,39,24,60,39
M,B,O,74,59,26,44,79
M,D,O,80,26,39,36,81
F,D,O,77,32,32,61,40
F,C,U,14,35,52,51,80
M,D,M,57,47,4,78,48
M,C,M,47,46,2,68,57
M,E,U,10,65,64,49,16
M,B,U,7,41,74,45,10
M,A,M,45,22,3,72,51
M,A,U,12,45,58,45,26
M,A,U,8,69,71,44,16
F,C,O,83,58,47,54,23
M,E,M,55,42,3,66,56
M,C,U,14,35,52,49,22
F,B,U,5,22,81,52,99
M,B,O,92,38,74,56,72
M,E,Y,31,111,16,49,41
M,C,O,68,53,16,54,85
M,C,Y,18,36,42,42,36
M,D,U,7,38,74,50,25
F,A,M,50,53,2,70,60
M,C,O,83,113,47,67,71
M,E,O,73,34,24,48,91
M,D,U,5,35,81,56,12
F,C,O,70,53,19,48,72
F,B,U,10,49,64,51,32
M,E,Y,23,58,30,52,43
F,E,O,67,36,14,65,27
F,D,M,64,45,10,67,48
M,C,U,11,34,61,50,25
F,D,M,43,39,4,63,54
M,A,M,52,33,2,70,50
F,D,Y,35,49,10,39,99
M,C,O,66,52,13,59,77
F,A,M,54,34,3,72,54
M,D,Y,31,118,16,59,41
M,B,O,67,42,14,60,70
M,A,U,9,41,68,49,14
M,C,M,60,50,6,72,54
M,B,O,82,46,44,53,81
F,E,M,50,45,2,74,30
F,A,O,77,65,32,42,48
F,A,M,47,41,2,67,29
M,B,M,63,117,9,70,56
F,D,O,74,43,26,40,84
M,A,O,83,25,47,56,81
M,E,U,6,67,78,40,11
M,E,U,11,64,61,48,13
M,B,M,53,23,2,70,47
M,D,M,60,48,6,75,49
F,E,O,85,28,52,56,67
M,A,O,66,59,13,49,72
F,A,M,51,24,2,70,41
F,A,M,63,47,9,71,86
M,A,Y,29,28,19,45,41
M,C,Y,22,37,32,48,45
F,D,U,8,29,71,51,98
M,E,Y,38,51,7,77,44
F,D,O,71,35,20,44,61
F,D,O,92,28,74,44,49
F,A,Y,27,44,22,51,58
M,E,Y,36,52,9,43,42
M,C,U,13,34,55,51,19
M,D,U,5,40,81,47,28
M,C,M,56,49,4,65,48
F,A,Y,32,50,14,61,78
F,A,U,15,58,50,49,81
M,B,U,14,23,52,53,16
F,C,M,51,47,2,68,90
F,D,U,5,31,81,53,53
F,E,O,84,28,50,49,92
M,B,U,6,52,78,49,19
M,A,U,6,39,78,39,14
M,A,Y,16,120,47,56,42
M,B,U,7,27,74,47,27
F,A,U,13,60,55,53,95
F,A,O,73,51,24,48,35
F,A,Y,38,53,7,51,93
M,C,U,13,34,55,51,29
F,C,M,60,50,6,67,93
M,D,Y,19,38,39,57,38
F,D,M,46,43,2,74,76
F,D,Y,17,40,44,56,92
M,B,Y,37,46,8,44,40
M,A,U,10,35,64,42,24
F,C,Y,22,37,32,51,69
M,D,M,46,47,2,74,51
F,E,O,70,35,19,37,54
M,A,M,59,40,6,70,47
M,B,O,73,55,24,49,87
M,D,Y,30,48,17,48,44
M,C,U,6,32,78,45,30
M,A,M,44,27,3,64,52
F,C,O,69,53,17,43,90
M,E,O,70,35,19,52,80
F,B,M,58,37,5,67,94
F,D,M,47,37,2,71,52
F,B,U,15,51,50,46,32
M,E,U,9,66,68,51,22
F,C,M,63,51,9,73,95
M,A,U,14,49,52,40,28
M,B,U,11,46,61,55,15
F,E,O,86,27,55,53,40
F,D,M,50,47,2,74,78
F,B,O,68,17,16,56,95
M,A,Y,22,35,32,48,39
F,A,M,63,24,9,70,74
F,D,M,64,31,10,66,47
F,D,M,43,49,4,71,91
M,D,M,55,44,3,75,47
M,C,M,61,50,7,68,49
F,A,O,81,20,42,40,56
F,C,U,9,33,68,61,51
F,C,O,88,59,61,40,96
F,A,O,93,36,78,44,46
F,C,O,79,56,37,51,41
F,C,M,57,49,4,70,42
M,A,Y,21,31,34,55,37
F,B,Y,18,63,42,52,47
F,D,U,14,25,52,39,29
F,B,O,86,15,55,50,81
